Seed,Fluted,Hibrid,Vampire
1609572815,0,0,0
1609572815,1,0,0
2724017951,330000,300000,??
2616806530,0,0,0
1061353631,300000,300000,??
1265401950,0,0,0
1167796188,6,5,330000
4244367400,1,1,22
1661553790,0,0,0
694980943,6,599,355762
3074331289,0,0,0
919856091,300000,300000,??
863067541,4,1,300000
3030050015,251802,300000,??
1346979384,0,0,0
4272785057,300000,300000,??
2342558577,0,0,0
3421003861,0,0,0
3323702329,0,0,300000
811659822,2,10,0
553396595,300000,300000,??
697822951,300000,300000,??
2005956799,0,1,300000
1245034658,300000,300000,??
4214422290,0,0,0
1278009636,102965,0,300000
