Seed,Fluted,Hibrid,Vampire
2102102139,619,1,330000
3325571028,300000,300000,??
304590934,0,0,0
1436610158,300000,300000,??
2886816127,0,0,0
151154734,330000,330000,??
2987357050,1,0,330000
1902716911,4,8,330000
3057236421,4,0,0
219818624,300000,300000,??
1047615495,3286,300000,??
69426096,7,0,166639
3981278904,0,0,0
3814647784,0,0,330000
3683496872,330000,330000,??
3143640658,300000,330000,??
4208794157,33,0,989
2539068842,0,0,0
2491432869,45973,229431,300000
3774980816,154518,300000,??
1608959133,0,0,0
2985787827,300000,300000,??
152826307,2,1,64779
3648573550,77,2,330000
131512037,300000,300000,??
