Seed,Fluted,Hibrid,Vampire
1172647590,0,0,0
1486404713,0,0,0
72663933,0,0,0
3042006512,0,0,0
47213064,31,2,54877
4103550357,0,0,0
3648321247,0,0,0
615540099,2,1,300000
2996904205,4904,300000,??
158943733,0,0,0
3778999817,1,0,300000
601755063,300000,300000,??
587967933,300000,300000,??
754840963,0,0,0
3078251363,0,0,1
2306711350,0,0,0
4179646562,0,0,0
3931656938,0,0,300000
2035532146,0,0,0
3699660726,0,0,300000
966550648,0,0,0
2419887925,300000,300000,??
1076272322,0,0,0
3253963062,0,0,4
1383677274,0,0,0
