Seed,Fluted,Hibrid,Vampire
1964535251,0,0,0
1074008384,300000,300000,??
2095519674,0,0,0
2346501590,1,11,300000
3280215506,0,0,300000
2198519696,6048,372,2
4009073109,300000,300000,??
3292927261,0,0,0
3355361938,1,0,300000
3405862125,300000,300000,??
3242581210,179751,300000,??
3018845077,172105,300000,??
3781490670,0,0,0
16642956,39,3,146
3787789539,0,0,0
1162663567,300000,300000,??
1910007690,4,34,300000
1858322116,0,0,0
1413631643,0,277541,10342
1992597605,330000,25109,300000
2674668015,22,168087,300000
441098893,21,937,300000
928567680,11592,965,330000
2641016805,0,0,0
3761661124,1,2,193586
