Seed,Fluted,Hibrid,Vampire
1602010697,0,0,0
2296184847,0,0,0
3615728517,1,1,0
2776462145,36,2,330000
455459402,300000,300000,??
1820775902,300000,330000,??
2615650612,7,0,99
1942690067,0,0,0
1161832275,330000,330000,??
2536791687,300000,300000,??
2712601518,0,0,0
2164826925,214542,8595,38
1487100398,0,0,0
831180955,0,0,0
1176714093,0,0,0
1995549222,330000,300000,??
2169755652,330000,330000,??
722775753,2,300000,??
2259989996,0,0,0
3981195701,300000,330000,??
2729559865,0,0,0
3069206976,1,0,0
2085892563,0,0,1018
3386343015,0,0,0
1192268688,2,0,994
