Seed,Fluted,Hibrid,Vampire
3198258597,2,3,0
3520683230,0,0,0
3303500692,0,0,0
3640733146,12,20,1
3026942935,0,0,0
2671779607,0,0,0
2010475029,300000,300000,??
646993767,300000,3469,1
79117607,11,1,300000
1955903122,762,2264,300000
453461705,300000,192544,8
103433012,330000,300000,??
1467932212,0,0,0
1030466119,0,0,0
4007959326,300000,300000,??
3038136023,0,0,0
731008219,1,1,0
1002022932,300000,330000,??
1747369412,0,1,0
1779434332,0,0,0
3259127659,0,0,0
2955198857,0,0,0
2823189687,7,2,0
4214872919,300000,300000,??
3361698506,9,1,0
