Seed,Fluted,Hibrid,Vampire
4081403656,300000,191188,300000
3492310161,3,0,330000
1840745785,300000,300000,400000
1386192443,0,0,0
1116319881,0,300000,400000
983147733,0,0,300000
1364675464,0,0,0
3891486219,300000,300000,400000
727584075,0,0,0
1834585148,0,0,0
3954407875,0,0,0
373203680,0,0,0
450969726,0,0,1
4229153096,300000,300000,400000
1119121985,0,0,0
4242444628,330000,300000,400000
2790141708,0,0,0
3544409023,0,0,0
1136913646,0,0,0
3034562729,0,0,6
590670841,0,0,0
3523767620,0,0,0
969185903,0,0,300000
1082134498,0,0,55
1096079990,1131,8,0
