Seed,Fluted,Hibrid,Vampire
4189540672,300000,300000,400000
1813644768,0,0,0
179991813,2,4,300000
4007495873,0,0,300000
425909306,0,0,0
1025046768,0,0,0
2463606655,0,0,0
1243000134,0,0,0
716478915,300000,300000,400000
1579063761,0,0,300000
1368760354,0,0,0
914378388,0,0,0
3370266901,300000,330000,400000
2216049559,1,2,177
577840876,0,0,0
938159764,0,0,0
2989799114,199751,0,300000
4083676141,0,0,1
1635599428,263777,61,300000
3209268723,2341,107,0
3861405767,300000,6914,330000
2404461987,0,0,0
3723986414,0,0,0
1142002350,300000,300000,400000
2884116119,0,0,0
