Seed,Fluted,Hibrid,Vampire
1033262829,0,0,0
2776248021,0,0,0
1712320892,285689,15111,0
2514988469,0,0,0
778561446,0,0,0
312183891,300000,300000,400000
556009199,0,0,0
2368119688,300000,300000,400000
1294705407,2,1,0
2181424849,0,0,0
1493579646,1,1,261294
1178281227,300000,300000,400000
4219455421,0,0,0
611138405,0,0,0
1814326048,1,0,5
2971826397,0,0,0
1855201388,0,0,0
838867478,0,0,0
4034345966,0,0,0
2827899791,0,0,0
3047698083,0,0,0
2519065439,300000,300000,400000
1490384654,0,0,0
510692754,1,1,0
3879477321,300000,300000,400000
