Seed,Fluted,Hibrid,Vampire
4017551135,0,0,0
1755806063,0,0,0
3063640119,0,2,2
1825684197,0,0,0
324414591,0,0,0
433833126,0,0,0
2308054497,0,0,0
2617151764,300000,300000,400000
2650762414,0,0,0
1215413226,300000,300000,400000
1694502939,300000,300000,400000
4014718984,3299,4190,7
2403573221,0,0,0
2042389813,0,0,0
4160479574,0,0,0
3983469040,0,0,0
900548168,0,0,0
1386939345,300000,300000,400000
867760536,300000,300000,400000
3095544917,0,0,0
573872342,300000,300000,400000
507673075,0,0,0
759013479,300000,300000,400000
2430206336,0,0,0
2386365924,0,0,0
