Seed,Fluted,Hibrid,Vampire
3777694676,300000,27,0
3614215073,0,0,0
470589545,19,5,69120
1763475159,1,1,330000
4005686030,0,59,0
1200605660,300000,182002,11
1617595510,0,0,300000
2614369993,0,0,300000
1489080930,0,0,330000
3220925740,7,1,33
577173821,0,0,0
4155616488,0,0,122036
2761416251,1,0,0
3056108156,0,0,0
3156004154,0,0,0
3752023811,0,0,0
2901039703,0,0,0
1771452459,0,0,300000
2480543251,1,0,300000
1367032968,1,0,300000
1214291507,0,0,0
3386455080,0,0,0
2799202478,0,0,0
3880391834,0,0,0
3523537066,0,0,0
