Seed,Fluted,Hibrid,Vampire
998285686,1,0,300000
3033321710,1,0,300000
1881725128,0,0,300000
4156107785,0,0,300000
3178963942,0,0,330000
713215997,0,9633,300000
1649961668,0,0,300000
2643508522,0,0,0
1887214944,0,3,300000
2106890458,1,0,98649
2450570890,0,0,300000
251227029,0,300000,400000
2679634443,0,0,300000
494102411,0,0,0
1260118043,0,0,0
4041912086,0,113,300000
3952276163,0,0,300000
3404285067,273933,7,300000
1963954119,300000,300000,400000
2583068466,0,0,0
190207806,330000,4,330000
2284044254,135255,2,330000
2642355982,300000,300000,400000
602986056,0,142,1
433834202,0,0,0
