Seed,Fluted,Hibrid,Vampire
497139090,0,0,0
1924151206,0,0,300000
569409805,0,0,300000
3260500459,0,0,0
1612193066,0,0,287806
155158208,0,1,300000
3396287051,0,0,21
4287829895,2,0,300000
2557519609,0,0,0
3670620723,0,0,2
1528167823,0,0,300000
1141779559,0,0,330000
665550989,0,0,330000
1541470535,0,0,0
688923123,330000,4,300000
3586049874,0,0,0
1483108801,0,0,300000
589193388,0,0,300000
609878338,0,0,330000
3567623016,0,300000,400000
2052589871,0,0,0
1615755991,0,0,300000
298453873,0,0,300000
2877150377,0,0,0
2883763341,0,0,300000
