Seed,Fluted,Hibrid,Vampire
665471018,2,105,0
1483683781,18,300000,400000
680039546,1,1,0
3619148294,0,0,0
1860099169,1,1,0
296232978,0,0,0
3344055412,330000,300000,400000
3018543351,0,0,0
1672056059,0,1,0
665471018,2,104,0
1483683781,18,300000,400000
680039546,1,1,0
3619148294,0,0,0
1860099169,1,1,0
296232978,0,0,0
3344055412,330000,300000,400000
3018543351,0,0,0
1672056059,0,1,0
585401944,300000,300000,400000
1143496079,0,0,0
2062221253,3,2,0
1464504973,0,0,0
2311039345,0,1,0
2167900057,0,0,0
1304251510,1,0,0
1427425448,59,25,5
2734095739,300000,182,330000
1435358354,0,1,0
3422094730,1,1,0
2301749906,1,1,0
1700590290,177,57,0
3655588166,0,0,0
1788218574,0,0,0
2338260568,0,0,0
