Seed,Fluted,Hibrid,Vampire
208518796,0,1,2
819328476,1,8,0
151548039,0,0,0
1886988215,0,0,0
3536161865,2,2,51679
1675465827,0,1,0
3178569392,160,4,330000
1830270529,0,0,0
1353285216,644,300000,??
1404139438,0,0,0
647961309,2,3,0
1736084802,0,0,0
1859222747,1,1,46
1482155703,0,0,0
3565661456,0,1,330000
3475595096,2,300000,??
1339990125,1,2,330000
2216373932,300000,300000,??
772131957,1,4368,330000
3091171604,1088,841,207
3667591290,300000,300000,??
2760569178,663,103918,330000
2063291412,0,0,0
1841795195,1191,274097,291338
1539182509,1,1,0
