Seed,Fluted,Hibrid,Vampire
853726095,0,0,0
916656300,1,8,0
2379838660,1,105,0
160361733,300000,300000,??
1878101128,278817,300000,??
2338384245,330000,741,0
1060376278,0,0,0
83390067,0,0,0
4042854122,1,1,0
2276380291,0,0,0
3917065638,1,8,0
1187424935,1,1,0
858087023,3681,203,0
408239646,300000,300000,??
2384601249,300000,300000,??
3635986705,102,300000,??
3250799879,25,64,0
3175213684,330000,41682,26907
328336347,77,300000,??
1982454983,300000,300000,??
1111521491,300000,156693,0
4077041663,44,229017,139
3279711726,0,1,0
368143746,0,0,0
2802361056,0,1,0
