Seed,Fluted,Hibrid,Vampire
649896238,330000,300000,??
371141880,0,1,330000
3217244421,1066,5,300000
2435041029,1,1,0
1271125899,0,1,31
117371601,580,106,330000
4042913731,0,0,0
3132050021,0,0,330000
149991223,1,0,0
3663462493,300000,300000,??
4132381506,1,1,1
377582854,0,0,330000
1565917013,330000,300000,??
2332224211,13,6,330000
2240566798,300000,300000,??
3158878152,0,0,0
2525186895,1,5,330000
2155001869,300000,300000,??
417294569,0,300000,??
3802519394,300000,300000,??
1456353629,1,4,0
1088559835,1,1,0
4245147999,0,0,0
591249107,300000,300000,??
1759641614,330000,10434,300000
