Seed,Fluted,Hibrid,Vampire
3323248235,0,0,0
3498122861,1,0,0
4105584056,0,0,0
1476020681,2,4,330000
2809410552,66,0,300000
4038353880,0,233568,330000
664828262,0,0,0
1591682197,1,300000,??
3471739789,0,0,0
1953648819,1,0,300000
2060377606,0,0,0
3471212567,0,0,0
2373760660,0,0,0
3606456699,0,300000,??
1364656747,0,0,0
1940895438,0,0,0
1589704282,0,0,0
2128328078,0,0,34082
1019178670,0,0,1944
746772785,0,0,0
3883938610,300000,300000,??
3743110300,0,300000,??
303241215,0,0,0
3010616792,0,0,0
1836173400,0,0,0
