Seed,Fluted,Hibrid,Vampire
1434104513,0,0,1
2815303395,2,300000,??
3032895776,6,1476,330000
3174887571,1,1,0
554705286,0,0,0
4149726021,0,0,0
3855412607,93,15,100914
3988011920,0,0,0
974638984,0,0,0
269499977,2,300000,??
2975757982,2,2,0
1287808333,9,300000,??
531172662,300000,300000,??
4271118231,131,207585,137863
3669689662,0,0,0
1519151316,1,1,0
3308952845,7,10,96950
3827654272,0,1,0
212785857,166164,300000,??
2470308138,3,300000,??
363520050,300000,300000,??
2679960618,144,6,0
2212317873,258601,377,300000
1112958489,33,31,0
754530502,0,0,0
