Seed,Fluted,Hibrid,Vampire
2471888581,5,1,0
686778008,160674,6,0
1245563510,5,2675,1
944930487,43,300000,??
1610469971,0,0,0
41755023,1,1,239852
3536693139,300000,300000,??
2094435918,7654,300000,??
864821463,300000,63,300000
1812637020,0,0,330000
1554883350,0,0,0
3274869298,1,1,3
3174082902,0,232226,1
940836264,0,0,0
1111747988,330000,300000,??
376720865,0,300000,??
1430967752,11,2,182784
3007053709,1,1,0
1734118493,300000,300000,??
319793888,0,0,0
3350908096,0,1,0
3571623970,1,2,300000
693048892,0,0,0
3068761646,300000,179,0
3990442051,2,7,0
