Seed,Fluted,Hibrid,Vampire
2107566115,1,1,0
3309984931,2,300000,??
3655825019,5,5,300000
1305127820,46,291563,330000
2364778965,300000,33,300000
1032253244,300000,300000,??
1347221067,0,0,0
899560792,88,6,0
3236050910,51,3,300000
622675351,0,0,0
3116156772,300000,347,21115
2207723976,0,1,0
2421097233,300000,300000,??
3579538744,0,0,0
720832696,0,0,0
2026457607,300000,300000,??
3933109835,330000,300000,??
2459448210,11,6,330000
3175895155,0,0,0
3211987010,0,0,0
4005308443,1,1,0
3009387463,40,482,330000
445321457,19,2,300000
320830600,300000,26543,330000
1649013996,0,0,0
