Seed,Fluted,Hibrid,Vampire
3931704118,300000,300000,??
3450957258,0,0,300000
2577013757,13,300000,??
3251412941,1,0,300000
1156403750,300000,330000,??
3036006286,34,300000,??
1932177168,300000,14,0
2107415201,1,300000,??
276634989,1,1,4
2416541130,1,0,330000
707827736,0,0,0
1984006022,0,0,300000
2400299133,0,0,0
3857556324,0,0,0
3490349686,0,0,0
3003267058,0,0,0
2092340091,300000,300000,??
1104514189,97,7,330000
586656765,330000,30,330000
2020627259,0,0,0
181974633,0,330000,??
2109205106,0,0,330000
1396078323,2,189,300000
30361873,2,396,330000
3388815686,300000,300000,??
