Seed,Fluted,Hibrid,Vampire
108146875,2,2,0
1299545472,653,300000,??
1832924204,300000,300000,??
2028658677,3,5,0
2749255972,0,0,0
2345418975,6324,104766,300000
1821338350,1,1,0
1135741910,0,0,0
400246847,0,0,0
1006579053,330000,300000,??
2579253119,0,0,0
2810470440,31,6,330000
3976000912,0,0,0
1914748425,1876,142,28620
944617259,300000,300000,??
116485340,1,2,0
2217396311,1,1,0
3255450062,680,13,330000
2280774872,2,3,1337
4172487057,0,0,0
2263530472,2308,300000,??
1321735066,38,300000,??
255404399,2207,15,0
1078753219,279290,300000,??
2750155891,0,8,0
