Seed,Fluted,Hibrid,Vampire
3656570299,16,153961,330000
3168532945,300000,300000,??
2104599169,1,2,300000
2508949662,0,0,0
2435944319,0,0,330000
1133135115,5,2,300000
3381386866,0,0,0
2120776744,1,2,330000
1246593051,330000,300000,??
16057774,0,1,330000
63085421,2,1,300000
1091315165,117913,1,330000
860827943,300000,300000,??
3674719985,2,300000,??
737595893,1,0,300000
801203984,330000,330000,??
1960647323,300000,300000,??
3124084291,9,300000,??
86649589,300000,300000,??
2653186383,1,42,300000
3084009035,300000,300000,??
619675814,0,0,0
3428348695,0,1,0
1794729240,1,0,330000
1121457582,0,0,0
