Seed,Fluted,Hibrid,Vampire
2400498019,0,0,0
135971045,0,0,330000
3602098447,1,0,330000
1819621259,0,0,139
2577129810,0,300000,??
1601132349,0,0,330000
3458239440,0,4586,330000
3376949796,8,1,300000
2519735718,0,0,300000
2041478601,0,0,330000
3067128532,0,0,300000
2419918016,345,4,330000
657509378,0,3,330000
4194104969,0,0,0
953128944,300000,300000,??
4128375781,0,0,330000
3226661357,0,0,300000
1522482905,0,300000,??
494392691,0,0,300000
31683632,1,0,330000
4122125378,0,0,300000
3286520087,0,0,300000
1026452583,300000,790,300000
1711092422,0,0,300000
1364169999,0,0,0
