Seed,Fluted,Hibrid,Vampire
1388513096,300000,300000,400000
1236273282,1,1,0
31377704,0,1,0
2806927843,1,1,0
752191719,3,3,0
3473807531,239,297806,114267
3212559740,330000,1095,300000
25403397,300000,300000,400000
1243046192,0,0,0
2451452483,0,0,0
2111205735,0,1,0
1642637046,3,3,0
2133710106,0,2,0
3704723951,1,1,0
3261132198,1,1,0
3333863985,2,4,300000
1251932001,3,1,0
1011857091,1,1,0
3480983046,252797,5,0
946222311,0,0,0
1819990476,300000,300000,400000
2504471418,0,1,0
2656307416,300000,300000,400000
242605128,4,2,0
1891035034,0,1,0
