Seed,Fluted,Hibrid,Vampire
2539524579,0,0,0
1205221456,0,0,330000
2622649427,54,41,330000
1391232417,300000,300000,400000
1459339904,0,0,0
2094013395,0,0,0
4147921268,2,0,0
3092407457,0,0,0
2199633279,0,0,300000
1413099408,0,0,2
645989524,0,0,0
3160136251,0,0,0
2773353963,0,3,62853
1570180509,0,0,330000
2375656653,0,0,300000
618655138,12,0,6
4288525648,0,0,0
4146576719,0,0,300000
1963028244,300000,16,330000
847556045,0,0,0
4029881410,0,0,300000
977655113,26,1,300000
2322041582,0,0,0
1316870893,0,0,0
193726129,0,0,0
