Seed,Fluted,Hibrid,Vampire
1298936769,0,0,300000
1143305652,0,0,300000
3161766251,0,0,300000
2232561257,0,0,300000
2063405681,0,0,300000
2622701764,0,0,330000
1702513178,0,0,0
565057760,0,0,0
2660443179,0,0,300000
1049919047,0,0,300000
2163731558,0,0,0
1692979035,0,0,0
1435873840,300000,300000,400000
1233966024,5,0,330000
1879989594,0,0,300000
194322319,0,0,330000
282085704,0,0,0
1274428878,0,0,0
2783350018,0,300000,400000
1856587545,6306,300000,400000
864906254,0,0,300000
1757203104,300000,330000,400000
786002451,0,0,0
2679862548,0,0,300000
1319962054,0,0,330000
