Seed,Fluted,Hibrid,Vampire
1495295168,2,3005,0
2208214615,330000,300000,400000
4062282794,8,2,300000
1832681616,300000,300000,400000
83038807,330000,330000,400000
1933967731,0,0,0
765875338,1,301039,0
3915941026,4,2,0
2505997379,0,0,0
2101143748,0,0,0
1448857052,279,9,330000
3536003872,300000,330000,400000
108326146,0,0,300000
1303096873,8345,199,21419
2464125541,300000,300000,400000
2346304505,0,0,0
2509381892,300000,300000,400000
2394600010,1,0,0
2266128045,1,1,0
4028306548,1,1,3
2839497327,330000,2014,330000
3691611270,22,1,330000
3073785992,0,1,0
3275349231,830,300000,400000
3789266694,300000,300000,400000
