Seed,Fluted,Hibrid,Vampire
776255727,0,0,300000
114160314,0,0,300000
138550485,0,0,0
440122607,0,0,300000
3914075624,0,0,299897
3003347686,0,0,300000
810966020,300000,300000,400000
2821616578,0,0,0
432348049,0,0,0
274840842,0,1,13588
2672256591,0,300000,400000
53788116,1,0,300000
2195300435,0,0,300000
3101274110,6,0,300000
2413812353,19,1,300000
2115830706,0,0,0
1848787147,0,0,0
1948487789,0,0,300000
1340668982,180488,330000,400000
2288349227,300000,300000,400000
2719852239,0,0,300000
2143039062,300000,1896,300000
1940229364,300000,300000,400000
1194120761,300000,300000,400000
851683499,0,0,0
