Seed,Fluted,Hibrid,Vampire
3867964220,0,0,0
1708499064,0,0,0
766181832,0,0,330000
888569139,0,0,0
2679782092,0,0,0
3353369224,0,330000,400000
4114255661,0,0,0
3489819258,300000,261883,300000
3341528236,0,0,300000
3417084442,0,0,300000
1692067624,0,0,0
1505357915,0,1,300000
973603776,0,0,0
1785467281,0,0,0
2846250140,0,0,300000
1996221058,0,1,330000
3855565048,0,0,0
2004270392,0,0,0
3447220667,0,0,0
470948634,6993,246651,300000
4073253212,14,2,300000
3531813198,3,9,0
960748141,2,1,0
825497600,0,0,0
777181597,0,0,0
