Seed,Fluted,Hibrid,Vampire
1728022510,0,0,330000
1968277789,0,0,300000
3059903839,0,330000,??
3137181822,0,300000,??
3085878818,0,0,0
3344262208,0,0,0
1164331676,1094,3,300000
2586407171,0,1,330000
2582660611,0,0,163
3356048716,0,300000,??
606510098,0,0,300000
3083275973,0,0,0
1346117944,0,0,1
891235146,1,1,300000
281580834,0,0,11
3253120077,0,0,121148
970031688,0,0,9
1169958652,2,1,300000
1670201340,0,0,0
1360698488,0,0,300000
2458147893,0,0,300000
1525951365,0,0,330000
2046446202,0,0,0
2683503643,0,0,330000
484302673,0,0,300000
