Seed,Fluted,Hibrid,Vampire
1191248388,3,2,330000
346631946,0,1,0
1161275213,0,0,0
2422240931,0,0,0
1513430210,4,1,300000
2766723359,2,0,330000
1447914644,8,1,25521
4076017166,0,0,0
1842171373,0,1,330000
3613795829,1,300000,??
795160108,1,1,300000
885880458,46,2991,300000
2580801446,0,0,0
2302637917,2,2,300000
3784638845,1,1,0
3988393155,2,1,300000
1323774025,300000,300000,??
175786939,1,1,300000
3482966610,0,1,0
1306454835,0,1,0
2814752881,2,1,300000
2067778963,1,1,300000
578451569,1,300000,??
2424687870,0,0,0
4272138518,0,0,0
