Seed,Fluted,Hibrid,Vampire
3419617582,0,9,0
3325488717,1,28,300000
3023512200,0,0,300000
1080979636,1,300000,??
1131099444,1,300000,??
2954609630,4,4,330000
1665500811,3,6,330000
2279521369,0,0,0
2654991829,2,12,330000
249362320,1,1,0
3114433741,1,1,0
1407838396,13,142,151652
3790130696,2,3,300000
3611608317,567,4,0
1928945899,1,1,0
573581221,1,182,0
2334976189,1,17,1
1823342872,1,1,0
948754025,119437,155,1
624626340,1,1,300000
1820125053,3482,300000,??
2272225008,300000,300000,??
2008978615,1,217923,2
3681146735,2,300000,??
2779832094,0,3,0
