Seed,Fluted,Hibrid,Vampire
2069614892,1,0,0
4186282407,0,1,300000
1229741692,19,10596,300000
1083498182,1,1,0
1549230923,7,1,0
1410857777,0,0,2
920635793,29,5,300000
3318133776,2,1,0
1924464118,0,1,51
936420840,2,2,0
3495207969,1,1,300000
945125897,0,0,300000
2313674069,6,1,0
2152954173,0,0,0
1743979020,0,37,1
2434260558,0,1,0
697742805,0,0,138815
3747367215,0,0,0
1853148483,0,0,37
2091812830,0,1,0
3500446830,0,5,300000
771784662,0,1,12
1478630100,330000,3,300000
350699249,1,1,138366
3451619097,0,0,0
