Seed,Fluted,Hibrid,Vampire
730674885,300000,300000,??
1855787522,1,1,0
2803378536,19,35,0
1619746857,1,1,0
1325149616,1,1,0
647389702,290612,1320,0
1071267812,1,1,0
116060341,300000,300000,??
563415747,0,1,0
272770269,1,3,0
4201229890,0,0,0
4075141217,2,6,0
2508638573,8,3,0
1562125527,330000,56,268
4236355760,6,2,18
588093902,1,8,0
3828363506,300000,300000,??
2228850406,1,11,300000
2219614762,300000,300000,??
3527780825,3,2,0
3989406054,0,0,0
2746140903,1,2,0
1027611450,1,1,67
3185513800,7,241,3
617073973,1,1,0
