Seed,Fluted,Hibrid,Vampire
1774814028,1,3,10083
1592677566,1,1,300000
2395232267,1,32,300000
3605678922,1,1,0
4063368251,3,3,300000
1879464425,312,268852,300000
3704919360,1,2,1
3153265703,1,300000,??
1529928643,300000,300000,??
1955636157,1,1,300000
2574604663,3,2,1
2675284796,299696,914,300000
726701056,1,1,0
1374830637,1,1,6
1368094974,300000,134613,330000
1862977353,1,1,0
1236725369,1,1,330000
431203130,300000,38,300000
660153184,1,1,330000
3713273498,1,1,0
4289742741,2,1,1
4086474977,10,2,300000
308791069,1,1,1
1270974747,1,1,300000
729757317,2,1,686
