Seed,Fluted,Hibrid,Vampire
2375014751,1,16,300000
519906547,0,0,0
3932895252,0,0,300000
2914577875,1,1,330000
1150069922,300000,1,330000
3289910265,0,0,0
2879389182,0,300000,??
1538036138,1,1,300000
266348220,1,1,300000
1606198086,0,1,0
3949442255,1,1,300000
4131534624,1,1,300000
2373550714,0,1,0
2104558683,0,0,0
2348804747,0,0,0
133693128,0,0,0
69357812,0,0,300000
3083246679,1,1,330000
1854679155,0,0,142499
2416132279,0,0,330000
267482312,0,300000,??
2912606524,0,0,300000
2368159878,0,0,0
2964931340,0,0,300000
724831681,0,11,300000
