Seed,Fluted,Hibrid,Vampire
3110130958,2,311,0
69240057,0,0,0
1975260940,720,300000,??
1168201249,13,8,252653
1737381085,1,2,0
2260499839,1,1,11
2118582277,1,135043,300000
3542022173,2,2,0
71381121,1,1,330000
1977033892,1,1,0
4267834836,0,0,0
3110130958,3,307,0
69240057,0,0,0
1975260940,721,300000,??
1168201249,14,8,263838
1737381085,1,2,0
2260499839,1,1,11
2118582277,1,135139,300000
3542022173,2,2,0
71381121,1,1,300000
1977033892,1,1,0
4267834836,1,1,0
241339915,300000,240427,1
2811279867,78,4,26
344890345,1,1,0
4112299657,4,300000,??
3006989162,1,2,0
2097972670,1,1,0
902062317,572,11788,300000
3318704377,0,0,0
2141447462,300000,300000,??
3860935656,300000,300000,??
538910687,0,0,0
731482065,300000,300000,??
3655966839,1,1,0
2750889058,300000,300000,??
