Seed,Fluted,Hibrid,Vampire
2075006503,0,0,300000
36963583,0,0,255296
1102213963,0,0,300000
3535625261,8,0,300000
144887998,10,300000,??
1361001063,0,0,300000
1792589849,0,0,330000
3632352535,0,0,0
1593111894,0,0,0
2675663354,1,300000,??
1028840235,0,0,0
3990394783,0,0,0
1065707644,0,0,0
51974101,0,0,300000
1168715754,0,0,379
1527886530,0,0,300000
3368857898,0,0,330000
119693783,0,0,300000
947960516,0,0,300000
2714409760,1,300000,??
4143234128,4,141,300000
55756423,676,300000,??
3457610938,208271,300000,??
252418307,0,0,330000
1375099387,0,0,260488
