Seed,Fluted,Hibrid,Vampire
1855082001,28,300000,??
3976366904,1,2,82
146807917,0,1,0
3906949151,300000,300000,??
1399224803,0,0,0
2646745739,300000,300000,??
195802860,1,0,0
1614526404,80,2753,0
1716742334,300000,300000,??
1512389428,1,1,133
1030555601,1,1,0
189170128,317,300000,??
409070187,2,7,0
2640997388,300000,300000,??
3840356995,172,125414,0
583514638,108,1353,54835
3703965777,0,0,0
3806057718,300000,300000,??
2893509744,330000,300000,??
2854982937,0,2,300000
1105830089,15,4,5
3549074937,0,0,0
2127575597,0,0,0
588104348,156,1720,3
3085734714,0,0,0
