Seed,Fluted,Hibrid,Vampire
2308294065,7,1,1
2308294065,7,1,1
3824497913,1,1,330000
318057399,3,0,1
3481228238,0,0,0
2775066268,0,0,0
2992358218,0,0,0
2635733508,14,1495,300000
595307197,5,150933,300000
2186486819,133,300000,??
2920656856,1,3,330000
820539211,0,0,0
4240837229,0,0,0
2755775842,300000,300000,??
3128538047,16,300000,??
1567618091,300000,300000,??
4036766056,219263,300000,??
639310644,0,112,300000
1488642600,2,292908,330000
457996423,1,135130,300000
52936583,0,0,0
2630307557,300000,300000,??
521199955,0,0,0
199423104,300000,300000,??
2300820988,3205,141285,330000
172481582,300000,330000,??
