Seed,Fluted,Hibrid,Vampire
35210637,129214,300000,??
2880493232,9304,300000,??
1559863683,20,21,330000
286274861,0,0,0
3119543754,245974,103,0
1004282873,133,33,300000
2117875040,0,1,0
3332804374,0,0,0
1594867389,11,47,284
1504699889,1,1,0
332083595,300000,300000,??
886953486,1,1,0
3888751895,1,1,0
2037062076,0,1,0
3676301169,300000,300000,??
760590085,2,2,0
1892746894,0,0,0
2995604007,0,1,0
1029020828,0,0,0
636273754,0,0,0
2333099091,2,2,0
896529866,12,185,0
177821101,5,232,122647
4213825076,0,0,0
3251438846,0,0,0
