Seed,Fluted,Hibrid,Vampire
3042008730,2,12,0
1397915926,300000,300000,??
140101083,0,1,0
1344773815,150,300000,??
3714189257,300000,300000,??
258151329,0,0,0
26632253,44,300000,??
1471524810,0,1,0
3991191759,300000,300000,??
377401505,1,0,0
3737991007,0,0,0
2922039607,0,0,0
875813614,0,0,0
298427330,0,0,0
3644719530,300000,300000,??
840702759,1,1,0
3967902616,1,1,0
1076096223,0,0,0
3516824832,0,0,0
3150360028,300000,300000,??
3604689206,1,94,0
3403761487,1,1,0
2352008935,229,43,300000
49456160,3,2,300000
646729487,92,300000,??
