Seed,Fluted,Hibrid,Vampire
2793547181,1,0,0
451071119,0,0,0
840905405,0,0,0
2664911380,4,9754,0
1887029470,330000,300000,??
429395771,300000,300000,??
1457274409,0,0,0
2854083832,0,1,0
4290468512,0,0,0
3898035531,261601,330000
461041956,0,0,0
1285707971,0,0,0
2259241725,0,0,0
1093730964,300000,300000,??
232255665,0,0,0
4173133663,300000,300000,??
2304516770,300000,300000
3060514173,300000,330000
4124294870,1,1,0
2017600622,0,0,0
1121463835,330000,300000,??
1303274816,1,0,0
1314265528,330000,300000,??
3829081162,102899,300000,??
19847323,6258,72,330000
