Seed,Fluted,Hibrid,Vampire
2348874635,0,0,0
209293558,0,0,0
3425613785,1,0,0
2348874635,0,0,0
209293558,0,0,0
3425613785,1,0,0
3120245261,300000,300000,??
3121897981,0,1,0
3813187384,0,0,0
2087473478,3,1,0
2975444592,0,0,0
93465879,300000,300000,??
1829388877,2,3,115764
1381942843,0,0,0
3655895214,1,0,300000
3176573017,0,0,330000
4279864008,0,0,0
4070263957,117,3,5
2349706125,1994,152,300000
3469688892,0,0,0
2002610935,2,2914,0
279531901,6,23,300000
400519906,330000,298696,300000
1097127960,0,1,0
2411753198,0,0,0
3113778413,300000,5591,300000
108179997,1,28,564
93888265,0,0,0
