Seed,Fluted,Hibrid,Vampire
1502455693,0,0,330000
913592935,4,0,36347
2698206731,2,0,330000
4225837089,0,0,0
315507603,0,0,0
1442338321,300000,3293,300000
1782384913,1,0,14
3097278153,0,0,0
2040183019,4,0,300000
1420254904,0,0,0
1038540277,300000,300000,??
2027280075,300000,111626,300000
77903597,0,300000,??
2577692773,300000,300000,??
2907570942,1,0,0
2491008747,1,0,0
1247962003,6,330000,??
1378255205,2266,88,2169
138326393,0,0,300000
267916317,330000,300000,??
304722749,300000,300000,??
4200406864,0,1,0
986100147,0,0,3
2436069401,151,300000,??
4269402242,0,0,0
