Seed,Fluted,Hibrid,Vampire
1069487436,0,0,0
1156350810,300000,300000,??
2886209093,0,0,330000
4114171849,0,0,12410
2315259535,0,0,0
2348906560,207832,300000,??
2646812588,10,0,300000
3249209705,300000,300000,??
913633443,0,0,0
4287857,0,0,0
1142876325,0,0,300000
3848208658,0,0,300000
1271875442,0,0,300000
2613732269,0,0,0
2653813354,0,0,0
835581767,0,0,330000
3837770916,0,300000,??
2999699794,0,0,0
1112922053,0,0,0
4159914056,0,0,0
1002218930,300000,330000,??
957350205,209,1,300000
2891454120,0,300000,??
386341392,0,0,0
2405202850,0,0,0
