Seed,Fluted,Hibrid,Vampire
1032321001,0,0,36
522855624,0,0,0
1808947004,0,0,0
3957294755,0,0,300000
189729269,300000,300000,??
3955532285,0,0,0
520418337,300000,300000,??
2024312869,7,1,138
935676261,300000,330000,??
857688900,1,300000,??
3132505376,0,0,63983
3926637845,0,0,0
1966366287,0,0,0
3117422032,0,0,300000
748853838,300000,300000,??
3909237854,39,300000,??
2716125654,0,0,1
3409048470,0,74636,300000
3673693311,300000,330000,??
16902809,0,0,0
3585883546,0,0,0
550484479,15,3,300000
2068869076,0,0,0
1344012650,0,0,300000
3311984774,0,0,0
